"Date","Open","High","Low","Close","Jaw ‌Alligator‌ (y,13,21,8,13,5,8,n)","Teeth ‌Alligator‌ (y,13,21,8,13,5,8,n)","Lips ‌Alligator‌ (y,13,21,8,13,5,8,n)","MA ‌ma‌ (5,ma,0)","MA ‌ma‌ (15,ma,0)"
"Mon Jan 09 2023 15:00:00 GMT+0530 (India Standard Time)","18063.65","18103.45","18063.65","18102.05","18091.17","18053.66","18043.31","18072.87","18055.77"
"Mon Jan 09 2023 15:05:00 GMT+0530 (India Standard Time)","18102.85","18105.35","18090.40","18100.05","18088.91","18052.22","18046.65","18079.84","18061.82"
"Mon Jan 09 2023 15:10:00 GMT+0530 (India Standard Time)","18098.95","18107.30","18097.35","18106.45","18086.73","18049.41","18050.04","18086.43","18066.38"
"Mon Jan 09 2023 15:15:00 GMT+0530 (India Standard Time)","18106.40","18115.70","18104.30","18108.80","18084.16","18048.21","18053.37","18096.12","18071.05"
"Mon Jan 09 2023 15:20:00 GMT+0530 (India Standard Time)","18109.85","18115.40","18103.00","18104.00","18081.23","18048.51","18055.67","18104.27","18076.13"
"Mon Jan 09 2023 15:25:00 GMT+0530 (India Standard Time)","18103.95","18103.95","18083.90","18088.75","18077.78","18049.12","18055.61","18101.61","18078.50"
"Tue Jan 10 2023 09:15:00 GMT+0530 (India Standard Time)","18121.30","18122.90","18041.75","18052.35","18073.14","18050.48","18057.56","18092.07","18078.77"
"Tue Jan 10 2023 09:20:00 GMT+0530 (India Standard Time)","18053.05","18058.70","18039.50","18052.55","18068.07","18052.12","18059.11","18081.29","18078.43"
"Tue Jan 10 2023 09:25:00 GMT+0530 (India Standard Time)","18052.95","18055.95","18027.10","18028.30","18064.62","18053.94","18064.00","18065.19","18076.25"
"Tue Jan 10 2023 09:30:00 GMT+0530 (India Standard Time)","18028.60","18031.75","18006.80","18008.25","18062.89","18055.31","18070.78","18046.04","18072.07"
"Tue Jan 10 2023 09:35:00 GMT+0530 (India Standard Time)","18007.60","18023.30","18004.05","18019.80","18060.35","18055.31","18077.09","18032.25","18068.91"
"Tue Jan 10 2023 09:40:00 GMT+0530 (India Standard Time)","18019.70","18021.75","18006.90","18018.30","18058.77","18056.57","18083.67","18025.44","18065.78"
"Tue Jan 10 2023 09:45:00 GMT+0530 (India Standard Time)","18018.65","18030.55","18008.35","18012.25","18058.14","18057.67","18088.77","18017.38","18061.70"
"Tue Jan 10 2023 09:50:00 GMT+0530 (India Standard Time)","18011.40","18012.50","17986.75","17986.75","18057.77","18060.90","18089.80","18009.07","18056.79"
"Tue Jan 10 2023 09:55:00 GMT+0530 (India Standard Time)","17986.85","17986.85","17978.10","17983.65","18057.94","18065.52","18088.31","18004.15","18051.49"
"Tue Jan 10 2023 10:00:00 GMT+0530 (India Standard Time)","17984.55","17987.65","17966.20","17987.30","18058.38","18070.12","18080.47","17997.65","18043.84"
"Tue Jan 10 2023 10:05:00 GMT+0530 (India Standard Time)","17987.40","17999.15","17982.05","17990.80","18059.02","18075.11","18072.68","17992.15","18036.55"
"Tue Jan 10 2023 10:10:00 GMT+0530 (India Standard Time)","17991.45","17993.60","17979.25","17990.80","18059.47","18079.37","18062.00","17987.86","18028.84"
"Tue Jan 10 2023 10:15:00 GMT+0530 (India Standard Time)","17990.30","18010.55","17989.55","18004.70","18059.15","18081.19","18052.33","17991.45","18021.90"
"Tue Jan 10 2023 10:20:00 GMT+0530 (India Standard Time)","18004.25","18008.50","17986.95","17988.90","18059.63","18081.33","18044.73","17992.50","18014.23"
"Tue Jan 10 2023 10:25:00 GMT+0530 (India Standard Time)","17988.60","18003.15","17988.30","17991.05","18060.07","18077.30","18039.68","17993.25","18007.72"
"Tue Jan 10 2023 10:30:00 GMT+0530 (India Standard Time)","17991.40","17992.25","17969.00","17969.00","18061.88","18072.83","18031.67","17988.89","18002.16"
"Tue Jan 10 2023 10:35:00 GMT+0530 (India Standard Time)","17969.00","17980.90","17966.15","17975.60","18064.64","18066.14","18021.83","17985.85","17997.03"
"Tue Jan 10 2023 10:40:00 GMT+0530 (India Standard Time)","17975.55","17976.70","17956.30","17957.00","18067.54","18059.58","18012.85","17976.31","17992.28"
"Tue Jan 10 2023 10:45:00 GMT+0530 (India Standard Time)","17957.25","17957.25","17947.55","17955.50","18070.81","18053.92","18008.40","17969.63","17988.76"
"Tue Jan 10 2023 10:50:00 GMT+0530 (India Standard Time)","17955.90","17963.65","17949.90","17961.70","18073.76","18049.61","18004.00","17963.76","17984.89"
"Tue Jan 10 2023 10:55:00 GMT+0530 (India Standard Time)","17962.60","17971.30","17961.40","17970.40","18075.31","18043.36","18003.21","17964.04","17981.69"
"Tue Jan 10 2023 11:00:00 GMT+0530 (India Standard Time)","17971.00","17973.85","17962.50","17964.90","18075.85","18035.75","18002.11","17961.90","17978.54"
"Tue Jan 10 2023 11:05:00 GMT+0530 (India Standard Time)","17964.25","17967.95","17956.25","17966.60","18073.79","18028.40","18000.84","17963.82","17977.19"
"Tue Jan 10 2023 11:10:00 GMT+0530 (India Standard Time)","17965.95","17968.30","17952.50","17954.60","18071.31","18023.67","17996.79","17963.64","17975.26"
"Tue Jan 10 2023 11:15:00 GMT+0530 (India Standard Time)","17954.00","17964.95","17946.25","17964.95","18067.31","18019.02","17992.14","17964.29","17973.77"
"Tue Jan 10 2023 11:20:00 GMT+0530 (India Standard Time)","17964.55","17964.70","17952.80","17953.70","18063.18","18016.65","17987.01","17960.95","17971.29"
"Tue Jan 10 2023 11:25:00 GMT+0530 (India Standard Time)","17953.95","17957.80","17940.65","17942.15","18059.43","18014.28","17980.09","17956.40","17968.05"
"Tue Jan 10 2023 11:30:00 GMT+0530 (India Standard Time)","17941.05","17942.15","17927.25","17936.90","18056.35","18011.96","17975.43","17950.46","17963.53"
"Tue Jan 10 2023 11:35:00 GMT+0530 (India Standard Time)","17937.20","17941.75","17930.40","17933.40","18051.99","18008.05","17973.61","17946.22","17959.83"
"Tue Jan 10 2023 11:40:00 GMT+0530 (India Standard Time)","17933.80","17938.45","17932.55","17933.40","18046.64","18003.73","17972.52","17939.91","17955.99"
"Tue Jan 10 2023 11:45:00 GMT+0530 (India Standard Time)","17933.15","17944.60","17932.75","17936.25","18041.28","17999.08","17970.44","17936.42","17953.80"
"Tue Jan 10 2023 11:50:00 GMT+0530 (India Standard Time)","17936.50","17941.50","17930.75","17941.20","18037.38","17993.24","17968.43","17936.23","17951.51"
"Tue Jan 10 2023 11:55:00 GMT+0530 (India Standard Time)","17941.05","17943.60","17933.45","17940.00","18033.46","17988.68","17965.87","17936.85","17950.38"
"Tue Jan 10 2023 12:00:00 GMT+0530 (India Standard Time)","17939.75","17947.40","17939.75","17941.70","18030.89","17985.89","17964.44","17938.51","17949.46"
"Tue Jan 10 2023 12:05:00 GMT+0530 (India Standard Time)","17941.60","17951.65","17941.25","17950.35","18028.34","17983.68","17961.40","17941.90","17948.70"
"Tue Jan 10 2023 12:10:00 GMT+0530 (India Standard Time)","17950.45","17963.90","17949.30","17957.20","18025.83","17980.98","17956.06","17946.09","17947.82"
"Tue Jan 10 2023 12:15:00 GMT+0530 (India Standard Time)","17957.60","17961.20","17955.60","17957.25","18022.35","17978.41","17952.06","17949.30","17947.31"
"Tue Jan 10 2023 12:20:00 GMT+0530 (India Standard Time)","17958.30","17960.80","17944.60","17948.10","18018.60","17975.56","17948.75","17950.92","17946.08"
"Tue Jan 10 2023 12:25:00 GMT+0530 (India Standard Time)","17949.30","17968.40","17945.30","17966.10","18014.59","17973.46","17946.73","17955.80","17946.84"
"Tue Jan 10 2023 12:30:00 GMT+0530 (India Standard Time)","17967.10","17974.70","17957.55","17957.90","18009.81","17970.43","17944.61","17957.31","17946.37"
"Tue Jan 10 2023 12:35:00 GMT+0530 (India Standard Time)","17959.15","17963.25","17938.50","17939.00","18005.73","17965.96","17943.40","17953.67","17945.39"
"Tue Jan 10 2023 12:40:00 GMT+0530 (India Standard Time)","17938.80","17940.50","17903.60","17904.05","18002.70","17962.23","17943.43","17943.03","17942.85"
"Tue Jan 10 2023 12:45:00 GMT+0530 (India Standard Time)","17903.40","17907.35","17890.15","17891.95","18000.04","17958.88","17944.03","17931.80","17939.86"
"Tue Jan 10 2023 12:50:00 GMT+0530 (India Standard Time)","17891.50","17895.10","17883.25","17885.70","17997.12","17956.36","17946.55","17915.72","17936.68"
"Tue Jan 10 2023 12:55:00 GMT+0530 (India Standard Time)","17886.35","17893.10","17878.95","17881.35","17994.30","17953.83","17948.92","17900.41","17933.21"
"Tue Jan 10 2023 13:00:00 GMT+0530 (India Standard Time)","17881.40","17905.30","17881.40","17902.85","17991.32","17951.92","17949.67","17893.18","17930.98"
"Tue Jan 10 2023 13:05:00 GMT+0530 (India Standard Time)","17903.30","17910.60","17893.20","17904.00","17988.82","17950.87","17951.11","17893.17","17928.50"
"Tue Jan 10 2023 13:10:00 GMT+0530 (India Standard Time)","17904.50","17905.75","17890.25","17890.25","17985.77","17950.32","17954.11","17892.83","17925.18"
"Tue Jan 10 2023 13:15:00 GMT+0530 (India Standard Time)","17891.25","17904.15","17888.55","17897.85","17981.84","17951.11","17953.47","17895.26","17922.26"
"Tue Jan 10 2023 13:20:00 GMT+0530 (India Standard Time)","17898.50","17901.30","17887.90","17899.95","17978.32","17952.02","17947.18","17898.98","17918.90"
"Tue Jan 10 2023 13:25:00 GMT+0530 (India Standard Time)","17901.10","17906.75","17898.20","17905.65","17975.03","17952.10","17937.50","17899.54","17915.46"
"Tue Jan 10 2023 13:30:00 GMT+0530 (India Standard Time)","17906.50","17910.25","17893.45","17898.00","17972.23","17952.70","17927.83","17898.34","17911.51"
"Tue Jan 10 2023 13:35:00 GMT+0530 (India Standard Time)","17897.55","17900.10","17887.60","17887.75","17969.45","17954.37","17919.47","17897.84","17907.49"
"Tue Jan 10 2023 13:40:00 GMT+0530 (India Standard Time)","17887.55","17888.00","17861.05","17873.70","17967.07","17953.94","17914.25","17893.01","17901.33"
"Tue Jan 10 2023 13:45:00 GMT+0530 (India Standard Time)","17874.15","17894.50","17868.10","17878.25","17965.27","17949.95","17911.78","17888.67","17896.02"
"Tue Jan 10 2023 13:50:00 GMT+0530 (India Standard Time)","17878.70","17902.30","17877.55","17900.15","17963.82","17943.55","17909.02","17887.57","17893.43"
"Tue Jan 10 2023 13:55:00 GMT+0530 (India Standard Time)","17900.15","17913.35","17892.90","17904.35","17963.26","17936.75","17906.49","17888.84","17893.45"
"Tue Jan 10 2023 14:00:00 GMT+0530 (India Standard Time)","17904.65","17918.85","17893.20","17908.90","17962.89","17930.41","17904.11","17893.07","17894.58"
"Tue Jan 10 2023 14:05:00 GMT+0530 (India Standard Time)","17910.90","17917.20","17899.75","17901.90","17962.11","17925.78","17903.78","17898.71","17895.66"
"Tue Jan 10 2023 14:10:00 GMT+0530 (India Standard Time)","17902.20","17912.05","17897.65","17904.25","17961.70","17922.80","17903.40","17903.91","17897.19"
"Tue Jan 10 2023 14:15:00 GMT+0530 (India Standard Time)","17902.95","17910.80","17886.20","17891.55","17962.04","17919.70","17901.49","17902.19","17896.43"
"Tue Jan 10 2023 14:20:00 GMT+0530 (India Standard Time)","17891.65","17902.15","17886.25","17900.45","17961.18","17916.78","17896.09","17901.41","17896.20"
"Tue Jan 10 2023 14:25:00 GMT+0530 (India Standard Time)","17901.20","17901.20","17873.05","17874.90","17958.17","17914.01","17893.14","17894.61","17895.17"
"Tue Jan 10 2023 14:30:00 GMT+0530 (India Standard Time)","17874.90","17883.75","17867.90","17871.85","17953.60","17912.56","17892.49","17888.60","17893.44"
"Tue Jan 10 2023 14:35:00 GMT+0530 (India Standard Time)","17871.30","17872.35","17863.40","17865.40","17948.65","17911.22","17894.62","17880.83","17891.14"
"Tue Jan 10 2023 14:40:00 GMT+0530 (India Standard Time)","17866.05","17882.20","17858.25","17858.25","17943.83","17909.05","17896.90","17874.17","17887.98"
"Tue Jan 10 2023 14:45:00 GMT+0530 (India Standard Time)","17857.55","17880.75","17857.25","17876.90","17939.95","17904.74","17899.22","17869.46","17886.57"
"Tue Jan 10 2023 14:50:00 GMT+0530 (India Standard Time)","17875.75","17893.40","17875.75","17890.25","17937.02","17901.81","17900.34","17872.53","17886.74"
"Tue Jan 10 2023 14:55:00 GMT+0530 (India Standard Time)","17891.75","17904.65","17885.75","17892.80","17934.02","17900.32","17899.97","17876.72","17888.01"
"Tue Jan 10 2023 15:00:00 GMT+0530 (India Standard Time)","17894.65","17922.40","17886.35","17893.90","17931.12","17900.67","17898.82","17882.42","17889.05"
"Tue Jan 10 2023 15:05:00 GMT+0530 (India Standard Time)","17893.50","17922.40","17891.20","17922.40","17928.31","17901.34","17896.48","17895.25","17890.54"
"Tue Jan 10 2023 15:10:00 GMT+0530 (India Standard Time)","17922.30","17927.45","17915.55","17921.85","17926.32","17902.23","17892.35","17904.24","17891.70"
"Tue Jan 10 2023 15:15:00 GMT+0530 (India Standard Time)","17922.50","17928.90","17912.05","17919.90","17924.44","17902.56","17887.45","17910.17","17892.44"
"Tue Jan 10 2023 15:20:00 GMT+0530 (India Standard Time)","17919.45","17920.20","17913.15","17915.75","17922.09","17902.05","17884.01","17914.76","17893.36"
"Tue Jan 10 2023 15:25:00 GMT+0530 (India Standard Time)","17915.50","17927.15","17914.80","17925.35","17918.43","17901.07","17881.01","17921.05","17894.77"
"Wed Jan 11 2023 09:15:00 GMT+0530 (India Standard Time)","17924.25","17930.35","17867.25","17886.05","17915.57","17899.33","17881.72","17913.78","17894.40"
"Wed Jan 11 2023 09:20:00 GMT+0530 (India Standard Time)","17886.25","17887.65","17841.60","17842.85","17913.60","17896.39","17884.42","17897.98","17890.56"
"Wed Jan 11 2023 09:25:00 GMT+0530 (India Standard Time)","17845.65","17848.00","17825.35","17843.40","17912.79","17892.83","17888.41","17882.68","17888.46"
"Wed Jan 11 2023 09:30:00 GMT+0530 (India Standard Time)","17844.05","17856.25","17825.50","17843.70","17912.27","17890.00","17892.09","17868.27","17886.58"
"Wed Jan 11 2023 09:35:00 GMT+0530 (India Standard Time)","17843.45","17936.90","17836.40","17925.15","17911.98","17887.38","17897.97","17868.23","17890.57"
"Wed Jan 11 2023 09:40:00 GMT+0530 (India Standard Time)","17924.90","17928.65","17854.70","17870.15","17911.43","17887.03","17902.47","17865.05","17891.36"
"Wed Jan 11 2023 09:45:00 GMT+0530 (India Standard Time)","17869.80","17906.70","17861.50","17895.45","17910.44","17888.05","17905.31","17875.57","17892.60"
"Wed Jan 11 2023 09:50:00 GMT+0530 (India Standard Time)","17896.20","17906.90","17888.55","17899.35","17909.19","17890.09","17908.44","17886.76","17893.20"
"Wed Jan 11 2023 09:55:00 GMT+0530 (India Standard Time)","17899.45","17902.80","17886.05","17890.30","17907.49","17892.18","17906.52","17896.08","17893.04"
"Wed Jan 11 2023 10:00:00 GMT+0530 (India Standard Time)","17890.75","17915.80","17890.75","17908.70","17905.06","17895.84","17898.14","17892.79","17894.02"
"Wed Jan 11 2023 10:05:00 GMT+0530 (India Standard Time)","17909.50","17934.35","17906.20","17933.90","17902.20","17898.92","17885.84","17905.54","17894.79"
"Wed Jan 11 2023 10:10:00 GMT+0530 (India Standard Time)","17934.50","17957.05","17930.35","17957.05","17899.74","17901.14","17876.85","17917.86","17897.14"
"Wed Jan 11 2023 10:15:00 GMT+0530 (India Standard Time)","17957.70","17964.50","17949.80","17950.10","17897.37","17903.62","17878.81","17928.01","17899.15"
"Wed Jan 11 2023 10:20:00 GMT+0530 (India Standard Time)","17949.00","17953.15","17933.35","17951.65","17896.39","17903.02","17881.38","17940.28","17901.54"
"Wed Jan 11 2023 10:25:00 GMT+0530 (India Standard Time)","17951.55","17967.95","17945.65","17967.95","17896.30","17898.22","17881.93","17952.13","17904.38"
"Wed Jan 11 2023 10:30:00 GMT+0530 (India Standard Time)","17967.60","17975.40","17963.60","17966.40","17896.92","17890.53","17885.09","17958.63","17909.74"
"Wed Jan 11 2023 10:35:00 GMT+0530 (India Standard Time)","17966.15","17967.70","17951.65","17951.70","17897.68","17884.32","17886.95","17957.56","17917.00"
"Wed Jan 11 2023 10:40:00 GMT+0530 (India Standard Time)","17952.90","17964.05","17950.10","17950.50","17899.51","17884.61","17890.22","17957.64","17924.14"
"Wed Jan 11 2023 10:45:00 GMT+0530 (India Standard Time)","17950.65","17957.40","17937.35","17937.35","17901.12","17885.49","17896.23","17954.78","17930.38"
"Wed Jan 11 2023 10:50:00 GMT+0530 (India Standard Time)","17937.50","17940.55","17899.65","17899.65","17902.32","17885.32","17905.72","17941.12","17928.68"
"Wed Jan 11 2023 10:55:00 GMT+0530 (India Standard Time)","17900.60","17906.75","17885.75","17900.30","17903.75","17886.87","17916.01","17927.90","17930.69"
"Wed Jan 11 2023 11:00:00 GMT+0530 (India Standard Time)","17900.45","17904.30","17889.80","17890.00","17903.37","17887.81","17921.46","17915.56","17930.33"
"Wed Jan 11 2023 11:05:00 GMT+0530 (India Standard Time)","17888.75","17897.55","17876.05","17896.70","17900.39","17889.75","17928.53","17904.80","17930.15"
"Wed Jan 11 2023 11:10:00 GMT+0530 (India Standard Time)","17896.35","17910.20","17895.85","17910.20","17895.49","17893.56","17936.72","17899.37","17931.48"
"Wed Jan 11 2023 11:15:00 GMT+0530 (India Standard Time)","17910.25","17911.65","17899.80","17906.20","17891.29","17899.83","17941.31","17900.68","17931.31"
"Wed Jan 11 2023 11:20:00 GMT+0530 (India Standard Time)","17906.25","17910.10","17886.75","17891.25","17890.93","17907.00","17944.46","17898.87","17928.47"
"Wed Jan 11 2023 11:25:00 GMT+0530 (India Standard Time)","17891.45","17901.00","17885.30","17901.00","17890.99","17911.53","17945.05","17901.07","17924.73"
"Wed Jan 11 2023 11:30:00 GMT+0530 (India Standard Time)","17901.30","17902.75","17878.90","17878.90","17890.46","17917.19","17940.06","17897.51","17919.98"
"Wed Jan 11 2023 11:35:00 GMT+0530 (India Standard Time)","17879.25","17894.85","17878.10","17885.70","17891.02","17923.73","17931.30","17892.61","17915.59"
"Wed Jan 11 2023 11:40:00 GMT+0530 (India Standard Time)","17885.90","17886.60","17871.00","17881.60","17891.28","17928.22","17924.45","17887.69","17909.83"
"Wed Jan 11 2023 11:45:00 GMT+0530 (India Standard Time)","17882.45","17896.90","17882.40","17895.15","17892.20","17931.83","17916.92","17888.47","17905.08"
"Wed Jan 11 2023 11:50:00 GMT+0530 (India Standard Time)","17894.90","17919.45","17893.25","17918.95","17894.36","17933.77","17914.14","17892.06","17902.90"
"Wed Jan 11 2023 11:55:00 GMT+0530 (India Standard Time)","17918.40","17924.20","17915.20","17915.85","17898.16","17932.06","17912.46","17899.45","17900.59"
"Wed Jan 11 2023 12:00:00 GMT+0530 (India Standard Time)","17915.45","17929.15","17907.15","17910.45","17902.70","17927.58","17909.65","17904.40","17898.79"
"Wed Jan 11 2023 12:05:00 GMT+0530 (India Standard Time)","17910.35","17918.70","17907.55","17913.70","17905.82","17923.77","17906.35","17910.82","17899.73"
"Wed Jan 11 2023 12:10:00 GMT+0530 (India Standard Time)","17913.75","17918.20","17901.20","17904.55","17909.74","17919.15","17903.24","17912.70","17900.01"
"Wed Jan 11 2023 12:15:00 GMT+0530 (India Standard Time)","17903.95","17908.95","17893.70","17904.75","17914.33","17917.13","17899.89","17909.86","17901.00"
"Wed Jan 11 2023 12:20:00 GMT+0530 (India Standard Time)","17904.85","17916.20","17904.85","17913.30","17917.82","17915.71","17895.67","17909.35","17902.10"
"Wed Jan 11 2023 12:25:00 GMT+0530 (India Standard Time)","17913.65","17921.05","17912.25","17914.10","17920.84","17913.55","17894.47","17910.08","17902.36"
"Wed Jan 11 2023 12:30:00 GMT+0530 (India Standard Time)","17913.20","17914.80","17898.90","17908.05","17922.88","17911.00","17896.84","17908.95","17902.49"
"Wed Jan 11 2023 12:35:00 GMT+0530 (India Standard Time)","17907.65","17908.65","17897.25","17899.35","17922.67","17908.47","17901.42","17907.91","17903.03"
"Wed Jan 11 2023 12:40:00 GMT+0530 (India Standard Time)","17898.00","17907.05","17894.50","17897.70","17920.64","17905.72","17904.76","17906.50","17902.81"
"Wed Jan 11 2023 12:45:00 GMT+0530 (India Standard Time)","17897.25","17900.15","17886.15","17888.00","17918.82","17902.36","17906.44","17901.44","17903.41"
"Wed Jan 11 2023 12:50:00 GMT+0530 (India Standard Time)","17887.00","17891.00","17881.85","17887.15","17916.36","17900.77","17907.09","17896.05","17903.51"
"Wed Jan 11 2023 12:55:00 GMT+0530 (India Standard Time)","17886.50","17904.00","17886.35","17899.70","17915.33","17901.47","17905.94","17894.38","17904.72"
"Wed Jan 11 2023 13:00:00 GMT+0530 (India Standard Time)","17898.45","17908.40","17894.95","17907.15","17914.59","17903.75","17906.85","17895.94","17905.52"
"Wed Jan 11 2023 13:05:00 GMT+0530 (India Standard Time)","17906.35","17918.00","17905.70","17913.70","17913.35","17905.55","17908.81","17899.14","17905.17"
"Wed Jan 11 2023 13:10:00 GMT+0530 (India Standard Time)","17912.95","17920.45","17912.50","17914.35","17911.80","17906.49","17908.42","17904.41","17905.07"
"Wed Jan 11 2023 13:15:00 GMT+0530 (India Standard Time)","17913.45","17928.50","17913.45","17917.35","17910.18","17906.90","17907.33","17910.45","17905.53"
"Wed Jan 11 2023 13:20:00 GMT+0530 (India Standard Time)","17917.20","17924.65","17913.15","17921.00","17908.36","17906.20","17906.02","17914.71","17906.01"
"Wed Jan 11 2023 13:25:00 GMT+0530 (India Standard Time)","17919.70","17926.00","17915.75","17922.45","17906.09","17906.74","17903.44","17917.77","17907.21"
"Wed Jan 11 2023 13:30:00 GMT+0530 (India Standard Time)","17921.85","17927.85","17913.65","17916.30","17904.82","17907.98","17900.04","17918.29","17907.98"
"Wed Jan 11 2023 13:35:00 GMT+0530 (India Standard Time)","17916.10","17931.85","17913.20","17919.05","17904.94","17907.84","17899.07","17919.23","17908.36"
"Wed Jan 11 2023 13:40:00 GMT+0530 (India Standard Time)","17918.40","17920.90","17912.75","17914.70","17906.07","17907.23","17899.59","17918.70","17908.40"
"Wed Jan 11 2023 13:45:00 GMT+0530 (India Standard Time)","17913.90","17916.25","17903.30","17911.10","17907.00","17906.42","17902.04","17916.72","17908.60"
"Wed Jan 11 2023 13:50:00 GMT+0530 (India Standard Time)","17911.20","17912.20","17895.70","17896.90","17907.47","17904.76","17904.93","17911.61","17908.44"
"Wed Jan 11 2023 13:55:00 GMT+0530 (India Standard Time)","17895.70","17899.90","17891.80","17894.10","17907.65","17902.47","17908.14","17907.17","17908.20"
"Wed Jan 11 2023 14:00:00 GMT+0530 (India Standard Time)","17892.85","17908.55","17887.10","17888.30","17907.16","17901.56","17910.29","17901.02","17908.22"
"Wed Jan 11 2023 14:05:00 GMT+0530 (India Standard Time)","17888.10","17888.10","17865.00","17881.00","17907.42","17901.57","17912.41","17894.28","17907.81"
"Wed Jan 11 2023 14:10:00 GMT+0530 (India Standard Time)","17880.95","17885.00","17871.75","17876.05","17908.13","17902.86","17914.08","17887.27","17906.23"
"Wed Jan 11 2023 14:15:00 GMT+0530 (India Standard Time)","17874.85","17881.45","17867.20","17869.40","17908.03","17904.56","17915.77","17881.77","17903.72"
"Wed Jan 11 2023 14:20:00 GMT+0530 (India Standard Time)","17869.00","17881.55","17868.55","17877.80","17907.64","17906.61","17915.98","17878.51","17901.32"
"Wed Jan 11 2023 14:25:00 GMT+0530 (India Standard Time)","17877.05","17896.65","17877.05","17895.80","17907.11","17908.15","17914.74","17880.01","17900.09"
"Wed Jan 11 2023 14:30:00 GMT+0530 (India Standard Time)","17895.00","17906.40","17890.45","17905.45","17906.04","17909.74","17912.58","17884.90","17899.29"
"Wed Jan 11 2023 14:35:00 GMT+0530 (India Standard Time)","17904.20","17917.20","17902.65","17913.35","17904.53","17911.11","17909.23","17892.36","17898.78"
"Wed Jan 11 2023 14:40:00 GMT+0530 (India Standard Time)","17912.80","17922.15","17909.20","17916.80","17903.81","17912.54","17906.95","17901.84","17898.41"
"Wed Jan 11 2023 14:45:00 GMT+0530 (India Standard Time)","17915.00","17924.30","17909.15","17917.40","17903.64","17913.08","17900.87","17909.76","17898.48"
"Wed Jan 11 2023 14:50:00 GMT+0530 (India Standard Time)","17917.20","17922.55","17916.50","17920.55","17904.28","17912.66","17896.37","17914.71","17898.58"
"Wed Jan 11 2023 14:55:00 GMT+0530 (India Standard Time)","17920.00","17939.70","17909.65","17933.80","17905.21","17911.57","17891.96","17920.38","17899.85"
"Wed Jan 11 2023 15:00:00 GMT+0530 (India Standard Time)","17933.30","17935.75","17900.85","17904.65","17906.43","17909.61","17888.58","17918.64","17899.42"
"Wed Jan 11 2023 15:05:00 GMT+0530 (India Standard Time)","17903.25","17904.95","17884.90","17896.40","17907.39","17908.14","17888.23","17914.56","17899.39"
"Wed Jan 11 2023 15:10:00 GMT+0530 (India Standard Time)","17897.40","17903.65","17891.85","17891.85","17908.42","17904.19","17890.27","17909.45","17899.24"
"Wed Jan 11 2023 15:15:00 GMT+0530 (India Standard Time)","17891.20","17896.45","17879.30","17886.35","17909.37","17900.96","17894.20","17902.61","17899.11"
"Wed Jan 11 2023 15:20:00 GMT+0530 (India Standard Time)","17886.25","17893.60","17879.75","17892.40","17910.38","17897.63","17898.50","17894.33","17899.87"
"Wed Jan 11 2023 15:25:00 GMT+0530 (India Standard Time)","17892.30","17895.90","17887.55","17888.40","17910.88","17894.81","17902.14","17891.08","17900.69"
"Thu Jan 12 2023 09:15:00 GMT+0530 (India Standard Time)","17920.85","17934.50","17895.95","17914.25","17910.79","17893.81","17905.62","17894.65","17903.68"
"Thu Jan 12 2023 09:20:00 GMT+0530 (India Standard Time)","17913.80","17929.40","17900.30","17912.95","17910.27","17894.39","17909.43","17898.87","17906.03"
"Thu Jan 12 2023 09:25:00 GMT+0530 (India Standard Time)","17911.30","17924.90","17902.15","17904.00","17909.16","17896.33","17911.20","17902.40","17906.57"
"Thu Jan 12 2023 09:30:00 GMT+0530 (India Standard Time)","17903.55","17940.85","17903.55","17938.70","17908.29","17898.75","17907.95","17911.66","17908.79"
"Thu Jan 12 2023 09:35:00 GMT+0530 (India Standard Time)","17937.95","17944.80","17922.95","17930.85","17905.85","17901.00","17905.91","17920.15","17909.96"
"Thu Jan 12 2023 09:40:00 GMT+0530 (India Standard Time)","17930.90","17935.60","17883.65","17901.60","17903.73","17903.31","17902.30","17917.62","17908.94"
"Thu Jan 12 2023 09:45:00 GMT+0530 (India Standard Time)","17899.40","17908.95","17885.60","17885.60","17901.47","17905.98","17899.18","17912.15","17906.82"
"Thu Jan 12 2023 09:50:00 GMT+0530 (India Standard Time)","17883.15","17898.15","17870.00","17890.95","17899.44","17907.52","17897.69","17909.54","17904.85"
"Thu Jan 12 2023 09:55:00 GMT+0530 (India Standard Time)","17891.15","17901.45","17882.80","17884.25","17898.47","17905.95","17901.19","17898.65","17901.55"
"Thu Jan 12 2023 10:00:00 GMT+0530 (India Standard Time)","17883.55","17889.65","17855.45","17856.45","17898.47","17904.92","17903.93","17883.77","17898.33"
"Thu Jan 12 2023 10:05:00 GMT+0530 (India Standard Time)","17856.20","17862.10","17845.50","17846.15","17899.35","17902.79","17905.85","17872.68","17894.98"
"Thu Jan 12 2023 10:10:00 GMT+0530 (India Standard Time)","17846.30","17855.70","17841.35","17853.85","17900.60","17900.78","17909.12","17866.33","17892.45"
"Thu Jan 12 2023 10:15:00 GMT+0530 (India Standard Time)","17853.95","17853.95","17827.75","17839.40","17901.84","17899.65","17914.07","17856.02","17889.32"
"Thu Jan 12 2023 10:20:00 GMT+0530 (India Standard Time)","17840.15","17844.15","17832.25","17834.20","17903.20","17901.59","17913.18","17846.01","17885.44"
"Thu Jan 12 2023 10:25:00 GMT+0530 (India Standard Time)","17834.00","17835.70","17822.40","17829.60","17904.86","17903.25","17910.00","17840.64","17881.52"
